geneID,ncbiID,FAS_F,FAS_B,gene1d_x,gene2d_x,gene2d_y,gene3d_x,gene3d_y,gene3d_z
gene_99,ncbi44689,0.7751055430296956,1.0,8.73494,3.233221,3.3599167,4.7055187,8.508861,6.713508
gene_0,ncbi3702,0.9949098142054428,1.0,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi3702,0.359086793076778,0.5793352544103696,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_2,ncbi3702,1.0,0.6262321552333989,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_4,ncbi3702,0.5269297858094788,0.5390508882420021,12.139848,3.7874973,3.1594172,4.1812143,6.9497366,5.56696
gene_5,ncbi3702,0.1956363681044033,0.0028473249178859,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_9,ncbi3702,0.1968814274629755,0.6043377151763947,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_11,ncbi3702,0.826317302835008,0.944928989701973,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi3702,0.7160514467368347,0.7292408426450491,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_14,ncbi3702,0.5789643114861652,0.5006520208695938,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_16,ncbi3702,1.0,1.0,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_17,ncbi3702,1.0,0.9592955469490368,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_19,ncbi3702,0.0626880983720554,0.4909974728617562,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_22,ncbi3702,0.508394981461489,0.6183630748511727,5.514098,3.5292373,4.612077,5.4436154,8.552941,5.398787
gene_24,ncbi3702,1.0,0.8119960439476472,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_26,ncbi3702,0.1471985200950543,0.3347756007689341,6.4995885,2.1629205,3.2300086,4.833916,8.489701,6.2024703
gene_27,ncbi3702,1.0,1.0,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi3702,1.0,0.9861058034574254,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_31,ncbi3702,1.0,1.0,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_32,ncbi3702,0.304843477780113,0.1909071441286497,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_33,ncbi3702,1.0,1.0,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_35,ncbi3702,0.4978272493196385,0.4059371442706732,12.813474,0.9491984,1.6298596,3.0630352,9.702727,5.3081617
gene_38,ncbi3702,1.0,0.6193415475520121,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_41,ncbi3702,0.3158907612511924,0.3339451086090317,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_43,ncbi3702,1.0,0.5784483935249105,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_44,ncbi3702,0.7125693847349954,0.8739773012816903,7.5152645,2.5412471,2.959117,3.7585413,8.491365,5.666775
gene_47,ncbi3702,0.8263891556083948,0.6169228456825345,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_51,ncbi3702,1.0,1.0,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_52,ncbi3702,0.3578979186708258,0.4592295907479267,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi3702,1.0,0.9187515655782376,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_54,ncbi3702,0.2709937396354404,0.5458918948726841,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_55,ncbi3702,0.7745781921256911,1.0,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_58,ncbi3702,1.0,0.6750787918778932,13.667101,2.2158685,4.5913887,4.303262,8.216528,4.2810802
gene_59,ncbi3702,1.0,1.0,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_64,ncbi3702,1.0,1.0,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_65,ncbi3702,1.0,1.0,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_70,ncbi3702,0.5733475468310756,0.2230256443411997,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi3702,0.462752481957141,0.8932576783959953,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_74,ncbi3702,0.6323208273277713,0.956135029404256,4.572222,3.290073,4.6254044,5.2935867,8.687693,5.257769
gene_79,ncbi3702,0.1037791268549038,0.0888291666034136,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_81,ncbi3702,0.5997451917501327,0.2586786806034927,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_84,ncbi3702,0.7131662056464636,1.0,8.925274,3.1890028,1.9767823,4.4518704,8.5104,6.825685
gene_86,ncbi3702,0.8302806281228333,1.0,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_88,ncbi3702,0.7386956999228798,0.4989451408344424,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_90,ncbi3702,1.0,1.0,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_98,ncbi3702,1.0,1.0,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_2,ncbi10359,0.8267629066836606,0.5389131716808528,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_3,ncbi10359,0.6442692077875681,0.605879096800609,8.598183,0.7010093,3.654048,4.880064,9.247072,5.8655105
gene_6,ncbi10359,0.4170824370967934,0.3045167010948671,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_8,ncbi10359,0.0700472415893324,0.4376597844898692,6.3700786,1.9772612,5.282257,5.0379477,8.249708,4.2367578
gene_9,ncbi10359,0.6666335702552654,1.0,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_10,ncbi10359,0.2245639401042637,0.0400449511345098,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_11,ncbi10359,1.0,0.6408186553668576,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi10359,1.0,0.7678941513247985,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_13,ncbi10359,0.5681346886621923,0.1741340628243078,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_14,ncbi10359,0.5729272965424161,1.0,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_15,ncbi10359,0.8778988624056097,0.9283348658324402,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_18,ncbi10359,0.8050502108591747,0.8247039932724884,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_20,ncbi10359,1.0,0.6200674412036482,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_24,ncbi10359,0.7586167043443882,0.9571930997701268,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi10359,1.0,0.5793430478128685,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_27,ncbi10359,0.384562647691883,0.2513694563986587,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_29,ncbi10359,0.3895187039386518,0.1765159058412012,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_31,ncbi10359,1.0,1.0,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi10359,0.8254064606358092,0.4210911118863237,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_36,ncbi10359,0.3175207486697811,0.4558281734286282,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_38,ncbi10359,0.99715262976974,0.7707734028921305,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_40,ncbi10359,0.6240177380105448,0.7024252058825361,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_41,ncbi10359,1.0,1.0,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_43,ncbi10359,1.0,1.0,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_44,ncbi10359,0.6230280906104955,0.3108786882553928,7.5152645,2.5412471,2.959117,3.7585413,8.491365,5.666775
gene_48,ncbi10359,0.4211662740957889,0.2027475836041686,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_52,ncbi10359,0.479407893951783,0.3609960454956936,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_57,ncbi10359,0.9088192474388868,0.5849003204433889,10.313452,2.537412,0.75108844,4.758501,9.65226,6.016557
gene_58,ncbi10359,1.0,1.0,13.667101,2.2158685,4.5913887,4.303262,8.216528,4.2810802
gene_59,ncbi10359,1.0,0.587018423011326,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_63,ncbi10359,0.1450070108588727,0.2234063456475428,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_64,ncbi10359,0.9582825549165932,1.0,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_67,ncbi10359,0.7594841421639759,0.5772064267071289,9.093998,0.911661,3.3049989,4.3494043,8.935952,5.9205427
gene_70,ncbi10359,0.1102154045953411,0.1409824880615885,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_71,ncbi10359,1.0,1.0,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_73,ncbi10359,0.7962024244469708,0.5140752277863809,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_75,ncbi10359,1.0,1.0,11.925037,3.486919,2.9971435,4.2944617,6.8311768,5.632206
gene_77,ncbi10359,0.8930270489048611,0.5387691738064373,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_78,ncbi10359,1.0,0.8380417171661045,5.290385,4.08373,2.0771587,5.207581,7.249124,5.872507
gene_79,ncbi10359,0.722627693526603,0.9362154274703408,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_80,ncbi10359,1.0,1.0,10.398532,3.7000287,3.4103897,4.2486324,7.191529,5.2995787
gene_82,ncbi10359,1.0,1.0,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi10359,0.4986934164678889,0.6314098372074718,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_84,ncbi10359,1.0,0.6952796259397858,8.925274,3.1890028,1.9767823,4.4518704,8.5104,6.825685
gene_87,ncbi10359,0.9336230074623902,1.0,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi10359,0.0513260692094142,0.0061506277571493,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_94,ncbi10359,0.3584878693625087,0.2471649288382786,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_95,ncbi10359,0.6655842219162449,0.587937794088383,8.871607,2.8380466,0.81250346,4.8120403,9.539873,6.2292843
gene_96,ncbi10359,0.5331984998710912,0.0942793141932343,6.8397126,3.9713762,2.5254166,4.8531137,7.662513,6.3248086
gene_98,ncbi10359,0.9317433227311358,0.7864355300994301,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_99,ncbi10359,0.8181201676036498,1.0,8.73494,3.233221,3.3599167,4.7055187,8.508861,6.713508
gene_0,ncbi13443,0.6138241716400934,0.9265335473507772,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_2,ncbi13443,0.4465794168919589,0.0311607195679637,8.516785,1.88552,0.70696056,4.5012608,9.749037,5.698814
gene_4,ncbi13443,1.0,0.715477383590307,12.139848,3.7874973,3.1594172,4.1812143,6.9497366,5.56696
gene_5,ncbi13443,0.7583619610961185,0.3627360209940923,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_7,ncbi13443,1.0,0.5695871737536746,4.318346,2.8371618,4.2636003,4.20055,7.9254975,5.156811
gene_9,ncbi13443,0.4016055324086794,0.578171310539817,12.686382,3.0198524,2.722884,3.7236743,7.5376644,5.981882
gene_11,ncbi13443,1.0,1.0,11.91108,2.2750537,1.2598003,3.106027,7.413771,6.1621428
gene_12,ncbi13443,0.1840422593869015,0.2628211275267278,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_13,ncbi13443,1.0,1.0,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_14,ncbi13443,1.0,0.8478774928594318,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_18,ncbi13443,0.4375606376216303,0.4047890347130698,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_19,ncbi13443,0.1022803611289729,0.0268566802106161,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_23,ncbi13443,0.299076122774129,0.6664129196173669,10.039423,1.7156606,3.507841,3.611453,8.8649235,4.8147464
gene_25,ncbi13443,0.0381132605006804,0.4514992421538499,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_27,ncbi13443,0.7145130272208284,0.504949843317303,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_28,ncbi13443,1.0,0.8019168597589431,5.4106693,3.4362347,1.1291466,5.649269,7.574838,5.9324384
gene_29,ncbi13443,0.7372614615934606,0.9253764659414208,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_31,ncbi13443,0.7582670648781485,1.0,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_33,ncbi13443,1.0,1.0,5.224905,3.695283,1.4938494,5.4131923,7.460934,6.049643
gene_34,ncbi13443,1.0,1.0,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_37,ncbi13443,1.0,1.0,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_41,ncbi13443,1.0,0.7755714108251328,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_49,ncbi13443,0.797162029597672,0.6272734557266153,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_50,ncbi13443,1.0,1.0,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_51,ncbi13443,0.6486402171002896,0.7492612182696871,11.531938,0.87265086,2.2209225,2.6845896,8.9463,5.629865
gene_52,ncbi13443,1.0,0.995219394644712,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi13443,1.0,0.5808186101621231,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_59,ncbi13443,0.2220667948418657,0.6284237830387676,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_60,ncbi13443,1.0,0.9151600746401908,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_61,ncbi13443,0.8400742203705047,1.0,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_62,ncbi13443,1.0,0.7146953785063159,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_63,ncbi13443,1.0,1.0,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_64,ncbi13443,1.0,0.6181219423781127,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_65,ncbi13443,1.0,0.8263073393713222,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_66,ncbi13443,0.7452434865982962,0.7060823015726373,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_69,ncbi13443,1.0,1.0,11.530961,1.3988471,2.3623052,2.668085,8.7871685,5.376838
gene_72,ncbi13443,0.7722830669994764,0.5009216414411365,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_73,ncbi13443,0.7095044895424711,0.8336321457603597,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_79,ncbi13443,1.0,0.5668265195923463,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_87,ncbi13443,1.0,1.0,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_90,ncbi13443,1.0,0.9085703204972982,8.189567,1.7984698,1.267925,3.2789788,8.4237385,6.397824
gene_91,ncbi13443,0.4032539421058199,0.6777948030494001,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_92,ncbi13443,0.1334417820974853,0.2427962792654057,7.985258,2.7739394,3.4606328,3.828773,7.6981163,5.591613
gene_93,ncbi13443,0.972988975223122,0.9796476313354778,9.642303,2.5257912,4.20717,4.042684,8.151111,4.4147577
gene_94,ncbi13443,0.0122300017651903,0.000970858066056,11.144843,1.4760733,2.5869317,2.7819462,8.344657,5.1293344
gene_96,ncbi13443,0.0830131078679311,0.1151877626095534,6.8397126,3.9713762,2.5254166,4.8531137,7.662513,6.3248086
gene_97,ncbi13443,0.3691082452893708,0.4718081116395825,8.147828,1.4281749,1.0717843,3.3939013,9.551633,6.13381
gene_0,ncbi3880,0.3977095568706855,0.5371658395510646,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi3880,0.9000794860917264,0.8764331886995219,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_6,ncbi3880,1.0,0.7804324937107684,9.282179,2.761397,5.0356917,4.821098,8.108823,4.671787
gene_8,ncbi3880,1.0,0.9359044127823698,6.3700786,1.9772612,5.282257,5.0379477,8.249708,4.2367578
gene_10,ncbi3880,1.0,0.707349430205539,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_13,ncbi3880,1.0,0.9782573193763074,9.642666,4.285726,3.8939393,5.3171153,8.851809,4.826959
gene_14,ncbi3880,1.0,1.0,14.1564665,1.5018293,4.0728283,3.6164935,7.83086,4.44592
gene_15,ncbi3880,1.0,1.0,5.043551,3.7576373,5.052322,5.749716,7.8336215,5.1626678
gene_16,ncbi3880,0.1037350792270039,0.3997192840990419,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_17,ncbi3880,1.0,0.7326490364297857,10.618183,2.4416375,1.8220483,3.1631837,7.898908,6.4333076
gene_19,ncbi3880,1.0,0.9438800160859196,4.872683,3.4297106,4.7470913,5.616362,8.401423,5.320411
gene_20,ncbi3880,1.0,1.0,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_24,ncbi3880,0.704353296785901,0.983553390729214,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_27,ncbi3880,0.3355627708416718,0.3122601111666303,7.693835,2.8682773,3.0415652,3.9382405,8.16623,6.1951914
gene_29,ncbi3880,0.0186969228325787,0.1251699574265295,7.941163,2.4321177,3.451729,4.0525246,7.9217443,5.544235
gene_30,ncbi3880,0.4705369067117685,0.8515130949080105,9.710037,2.9060621,3.8531752,3.8035223,9.480624,4.8286223
gene_32,ncbi3880,0.116024278849247,0.3711581381288852,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_35,ncbi3880,1.0,1.0,12.813474,0.9491984,1.6298596,3.0630352,9.702727,5.3081617
gene_36,ncbi3880,0.3260166631659656,0.772080146980089,6.4714684,2.3357344,2.9553828,4.861984,8.383441,6.229549
gene_37,ncbi3880,0.0786425984620181,0.4441833481930864,10.466733,1.9122577,3.5909276,3.5138888,8.039787,4.7995048
gene_40,ncbi3880,0.5242180448820498,0.146384844212204,9.436562,3.874848,3.8108456,4.910978,9.193198,4.8574533
gene_42,ncbi3880,0.4645016779231625,0.8436334280260833,6.478278,3.4350343,3.9628046,4.3414845,8.456232,5.600307
gene_43,ncbi3880,0.0010825156138521,0.13402770807156,9.980852,1.9821296,3.7584941,3.8655543,8.424636,4.9561553
gene_44,ncbi3880,0.0543298844960852,0.4446534803243622,7.5152645,2.5412471,2.959117,3.7585413,8.491365,5.666775
gene_45,ncbi3880,1.0,0.8999770119198044,9.472496,2.0989556,4.422719,3.8510494,8.859487,4.5085936
gene_50,ncbi3880,0.7026133445825553,1.0,7.337438,2.138252,1.9798611,2.8215642,8.246683,5.8716254
gene_52,ncbi3880,0.4731835608334735,0.6886353581085349,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_53,ncbi3880,0.4266810408431875,0.3097943454103916,11.673662,3.7741747,4.0504856,4.825554,8.809637,4.561686
gene_55,ncbi3880,0.1353965914090004,0.5473766891981151,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_57,ncbi3880,1.0,0.5616193157676508,10.313452,2.537412,0.75108844,4.758501,9.65226,6.016557
gene_58,ncbi3880,0.1838634689471613,0.3341478394859175,13.667101,2.2158685,4.5913887,4.303262,8.216528,4.2810802
gene_60,ncbi3880,0.9121179440427478,1.0,8.732002,0.86423033,3.6031249,4.6206594,9.031999,5.6409225
gene_61,ncbi3880,1.0,1.0,5.7748513,2.778988,4.6697693,5.0953856,7.7253437,5.435561
gene_63,ncbi3880,0.8280524571801783,0.4810879811493166,12.352763,2.0533986,3.1199799,3.8330925,7.3017826,5.0112767
gene_64,ncbi3880,0.7554630013632861,0.5269890053780456,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_66,ncbi3880,0.2622803382980071,0.218117912192459,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_67,ncbi3880,0.8088200328007399,0.8770456123864298,9.093998,0.911661,3.3049989,4.3494043,8.935952,5.9205427
gene_70,ncbi3880,0.2482338112383826,0.1205423543443376,5.5700407,3.2310905,5.3676925,5.564182,7.5656843,4.9163976
gene_73,ncbi3880,1.0,1.0,5.973873,2.813056,4.6472297,4.9059906,8.069737,5.27284
gene_77,ncbi3880,1.0,0.953442541857696,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_81,ncbi3880,0.3132427851086989,0.385563506181127,9.097842,1.6943201,1.8622415,2.9143617,8.790617,6.071792
gene_82,ncbi3880,0.1452231048789185,0.3053273963134502,8.365836,0.81146,3.9931872,4.500238,9.624012,5.3761706
gene_83,ncbi3880,1.0,0.9379353650018296,7.32105,2.5995758,1.6062809,3.2309194,8.090641,5.817167
gene_87,ncbi3880,1.0,1.0,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_91,ncbi3880,0.7695129556632889,0.934790429744343,4.9770184,3.086531,5.151738,5.4941025,7.7211533,5.017087
gene_93,ncbi3880,1.0,1.0,9.642303,2.5257912,4.20717,4.042684,8.151111,4.4147577
gene_98,ncbi3880,0.0561347927818782,0.234692857847767,5.8426967,2.435973,5.257016,5.114017,7.634966,4.742463
gene_0,ncbi10376,1.0,1.0,10.255254,2.2532864,4.343888,4.115724,8.870688,4.0983877
gene_1,ncbi10376,0.8282810102156508,1.0,11.039213,2.9269433,2.238917,3.4282787,7.363352,6.521697
gene_3,ncbi10376,0.6297190164009916,0.346913913894116,8.598183,0.7010093,3.654048,4.880064,9.247072,5.8655105
gene_5,ncbi10376,0.139924190423548,0.089102058764258,6.035023,3.576343,5.38077,5.6237717,7.8006954,4.5593505
gene_10,ncbi10376,0.2742370854978583,0.6776199983050069,6.11205,2.7015276,5.3972054,4.798226,7.515172,4.4991255
gene_12,ncbi10376,0.2587130749666624,0.3018899654443415,12.658425,1.3654472,3.698322,3.9974744,7.597509,4.6449404
gene_16,ncbi10376,0.8162090599271298,0.627434236992157,7.779359,1.6138403,1.4580591,3.5926588,8.506019,6.6508746
gene_18,ncbi10376,0.0035311410029543,0.1755786509114691,8.650636,3.00174,1.1161977,4.8716307,9.022034,6.454273
gene_20,ncbi10376,1.0,1.0,7.853529,1.5750967,4.7185416,4.3369303,9.057441,4.5271993
gene_21,ncbi10376,0.2572868156908369,0.4421871199245076,9.512723,1.2871766,1.267697,3.3731444,9.769479,5.7110615
gene_24,ncbi10376,1.0,0.7868912088838473,7.1661844,3.611269,2.7079854,4.7506323,7.8992343,6.7293725
gene_25,ncbi10376,0.8812648771213241,0.7516605515675019,8.478969,1.584925,0.7998588,3.8007853,9.843528,5.953625
gene_31,ncbi10376,1.0,0.8050761403016612,11.529224,1.6116428,2.564466,2.6047385,8.109529,5.321816
gene_32,ncbi10376,1.0,1.0,6.9088855,3.8197412,2.5359542,4.8492537,7.890157,6.593264
gene_34,ncbi10376,1.0,1.0,13.334914,0.9482914,1.4478383,3.1780107,9.557216,5.442003
gene_38,ncbi10376,0.914843828231305,0.9944572945938408,9.398608,2.7007492,2.1974986,3.4340005,7.971268,6.689746
gene_41,ncbi10376,0.5140514933083645,0.797800100315546,11.924228,1.3625064,2.9616616,2.7557387,8.335098,4.6928167
gene_45,ncbi10376,0.529787812405788,0.7397693685759644,9.472496,2.0989556,4.422719,3.8510494,8.859487,4.5085936
gene_47,ncbi10376,0.8191805634515492,0.8289310291063142,11.203771,1.1855278,1.7171795,3.2921643,9.721654,5.167454
gene_48,ncbi10376,0.1742391300921263,0.0788625544864499,11.384515,1.7287366,2.934548,2.8565784,7.966784,4.9404774
gene_49,ncbi10376,1.0,1.0,13.815585,2.5996385,1.5170097,3.6506357,9.353295,5.452913
gene_52,ncbi10376,0.6817884386785246,0.2696271436896927,13.858379,2.1938324,5.1869555,4.7861404,7.888896,4.176631
gene_54,ncbi10376,1.0,1.0,10.94376,0.92543495,2.590534,3.8902452,8.951145,6.339389
gene_55,ncbi10376,0.2845689641103671,0.3816174056976948,11.3311,3.9382775,4.497911,5.3952885,8.362476,4.7072315
gene_58,ncbi10376,1.0,1.0,13.667101,2.2158685,4.5913887,4.303262,8.216528,4.2810802
gene_59,ncbi10376,0.8660001383406513,0.9048680226103644,12.990289,4.1973433,1.9481895,4.7914014,7.009554,5.9205546
gene_62,ncbi10376,1.0,1.0,10.099831,2.374575,3.8193996,3.2499993,8.123515,4.6033187
gene_64,ncbi10376,0.2477874716203746,0.054922101803336,13.742388,1.8620224,4.109335,3.649348,8.011838,4.30569
gene_65,ncbi10376,0.3346675370888772,0.4481617071289561,10.724085,0.89532214,2.2703698,4.1079416,9.142031,6.477188
gene_66,ncbi10376,0.7324090303810891,0.6026896988654865,6.927721,2.0637054,2.0666306,3.0099728,7.3922606,5.6135116
gene_68,ncbi10376,0.5503970258881716,0.3560089544283902,6.7524686,3.9970531,2.8551795,4.490398,7.719668,5.9496527
gene_71,ncbi10376,0.5406770205679537,0.8266069183375737,12.708669,3.9174562,2.1536138,4.893048,7.2523026,6.2238007
gene_72,ncbi10376,1.0,1.0,10.838475,1.797599,2.720808,2.9582615,8.9537,5.0841103
gene_77,ncbi10376,0.524345653786927,0.3414323570982201,7.6023636,3.5427518,2.1196659,4.3299356,7.8025155,6.6033187
gene_79,ncbi10376,0.9653264358034288,0.9900572892823852,12.473607,1.3535368,3.282665,3.0968685,8.350921,4.473751
gene_84,ncbi10376,0.7146833712969067,1.0,8.925274,3.1890028,1.9767823,4.4518704,8.5104,6.825685
gene_85,ncbi10376,1.0,0.7168540976844551,8.811128,2.181206,0.6890196,4.2694225,9.82447,6.051608
gene_86,ncbi10376,1.0,0.954373843770632,10.526399,2.7750385,2.39047,3.408575,7.795801,6.250037
gene_87,ncbi10376,0.3003155636655335,0.0693281425074918,12.154561,2.1286352,1.4713012,2.923236,7.439513,5.8271646
gene_88,ncbi10376,0.1917851716179578,0.2702268821331785,9.185683,2.260604,4.7476215,4.4280605,8.68937,4.1575603
gene_89,ncbi10376,1.0,0.565207467690229,8.23874,1.1159868,4.413054,4.422991,9.360146,4.8184276
gene_93,ncbi10376,1.0,0.6043133549597004,9.642303,2.5257912,4.20717,4.042684,8.151111,4.4147577
